"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30007406",0,2.98568116491075,0.996,0.435,0,"Neoblast","SMED30007406"
"SMED30031463",0,2.56090386061346,0.977,0.48,0,"Neoblast","SMED30031463"
"SMED30030234",0,2.51374996479606,0.964,0.366,0,"Neoblast","SMED30030234"
"SMED30033565",0,2.45751772851865,0.936,0.105,0,"Neoblast","SMED30033565"
"SMED30010297",0,2.33864681627225,0.921,0.079,0,"Neoblast","SMED30010297"
"SMED30022444",0,2.17426957405043,0.924,0.254,0,"Neoblast","SMED30022444"
"SMED30029973",0,2.17306680296876,0.935,0.254,0,"Neoblast","SMED30029973"
"SMED30019803",0,2.12393102087052,0.997,0.776,0,"Neoblast","SMED30019803"
"SMED30021808",0,2.0752225753028,0.899,0.09,0,"Neoblast","SMED30021808"
"SMED30032563",0,2.00347315423569,0.879,0.073,0,"Neoblast","SMED30032563"
"SMED30002436",0,1.97551756492784,0.871,0.046,0,"Neoblast","SMED30002436"
"SMED30004304",0,1.93777593528314,0.883,0.084,0,"Neoblast","SMED30004304"
"SMED30023062",0,1.84409953772074,0.957,0.401,0,"Neoblast","SMED30023062"
"SMED30033600",0,1.83624991387291,0.866,0.067,0,"Neoblast","SMED30033600"
"SMED30012458",0,1.82072119307595,0.851,0.062,0,"Neoblast","SMED30012458"
"SMED30019011",0,1.80795200744876,0.894,0.121,0,"Neoblast","SMED30019011"
"SMED30010115",0,1.78345301828162,0.939,0.229,0,"Neoblast","SMED30010115"
"SMED30015686",0,1.75878723597793,0.949,0.303,0,"Neoblast","SMED30015686"
"SMED30032645",0,1.75419699900726,0.972,0.552,0,"Neoblast","SMED30032645"
"SMED30012293",0,1.72297120335216,0.973,0.576,0,"Neoblast","SMED30012293"
"SMED30027562",0,1.71621646708188,0.938,0.404,0,"Neoblast","SMED30027562"
"SMED30025780",0,1.71280123397639,0.93,0.188,0,"Neoblast","SMED30025780"
"SMED30033663",0,1.67749464203576,0.864,0.058,0,"Neoblast","SMED30033663"
"SMED30030946",0,1.67322337495914,0.839,0.045,0,"Neoblast","SMED30030946"
"SMED30030295",0,1.65729708993873,0.879,0.084,0,"Neoblast","SMED30030295"
"SMED30006979",0,1.62682980280419,0.825,0.055,0,"Neoblast","SMED30006979"
"SMED30004593",0,1.61914745488194,0.875,0.077,0,"Neoblast","SMED30004593"
"SMED30022978",0,1.60904693803045,0.932,0.408,0,"Neoblast","SMED30022978"
"SMED30014394",0,1.57775038203108,0.838,0.058,0,"Neoblast","SMED30014394"
"SMED30029741",0,1.57647695653501,0.956,0.488,0,"Neoblast","SMED30029741"
"SMED30009016",0,1.57415278412901,0.894,0.191,0,"Neoblast","SMED30009016"
"SMED30014446",0,1.5657669275754,0.999,0.909,0,"Neoblast","SMED30014446"
"SMED30012735",0,1.55169602607956,0.812,0.058,0,"Neoblast","SMED30012735"
"SMED30023821",0,1.54581774529838,0.81,0.048,0,"Neoblast","SMED30023821"
"SMED30012240",0,1.52856742810533,0.98,0.675,0,"Neoblast","SMED30012240"
"SMED30027258",0,1.50666787007686,0.915,0.308,0,"Neoblast","SMED30027258"
"SMED30009032",0,1.49963567217007,0.843,0.132,0,"Neoblast","SMED30009032"
"SMED30035193",0,1.48934584032056,1,0.96,0,"Neoblast","SMED30035193"
"SMED30014813",0,1.48796528897894,0.982,0.555,0,"Neoblast","SMED30014813"
"SMED30034520",0,1.46727423055345,0.838,0.086,0,"Neoblast","SMED30034520"
"SMED30001485",0,1.45476527874822,0.92,0.347,0,"Neoblast","SMED30001485"
"SMED30021509",0,1.44425405997954,0.846,0.141,0,"Neoblast","SMED30021509"
"SMED30030543",0,1.43499576915547,0.813,0.07,0,"Neoblast","SMED30030543"
"SMED30014447",0,1.42693216453307,0.838,0.133,0,"Neoblast","SMED30014447"
"SMED30017680",0,1.4225880470912,0.713,0.052,0,"Neoblast","SMED30017680"
"SMED30006065",0,1.4206295668268,0.76,0.039,0,"Neoblast","SMED30006065"
"SMED30028420",0,1.41348231355363,0.866,0.244,0,"Neoblast","SMED30028420"
"SMED30013909",0,1.38839803751744,0.963,0.577,0,"Neoblast","SMED30013909"
"SMED30003764",0,1.38449853955577,0.925,0.311,0,"Neoblast","SMED30003764"
"SMED30004136",0,1.38447021058063,0.814,0.069,0,"Neoblast","SMED30004136"
"SMED30023035",0,1.3433161093377,0.799,0.052,0,"Neoblast","SMED30023035"
"SMED30031782",0,1.34068508362275,0.859,0.135,0,"Neoblast","SMED30031782"
"SMED30034422",0,1.34007655018914,0.77,0.053,0,"Neoblast","SMED30034422"
"SMED30018716",0,1.33812828005884,0.94,0.381,0,"Neoblast","SMED30018716"
"SMED30027419",0,1.33078567172715,0.718,0.027,0,"Neoblast","SMED30027419"
"SMED30027566",0,1.3260950062784,0.799,0.044,0,"Neoblast","SMED30027566"
"SMED30005932",0,1.317343118546,0.922,0.364,0,"Neoblast","SMED30005932"
"SMED30007343",0,1.30955180157808,0.898,0.357,0,"Neoblast","SMED30007343"
"SMED30031380",0,1.29420323388155,0.954,0.442,0,"Neoblast","SMED30031380"
"SMED30005246",0,1.28996284009013,0.789,0.051,0,"Neoblast","SMED30005246"
"SMED30027770",0,1.2848424824252,0.885,0.219,0,"Neoblast","SMED30027770"
"SMED30005171",0,1.27025306955234,0.996,0.865,0,"Neoblast","SMED30005171"
"SMED30018987",0,1.25185359548892,0.746,0.032,0,"Neoblast","SMED30018987"
"SMED30018579",0,1.2274474004452,0.752,0.047,0,"Neoblast","SMED30018579"
"SMED30010906",0,1.22389939533514,0.842,0.191,0,"Neoblast","SMED30010906"
"SMED30021402",0,1.19965102631606,0.744,0.034,0,"Neoblast","SMED30021402"
"SMED30029203",0,1.19272859845718,0.882,0.226,0,"Neoblast","SMED30029203"
"SMED30016975",0,1.18859557950436,0.82,0.185,0,"Neoblast","SMED30016975"
"SMED30029634",0,1.17709011080631,0.745,0.053,0,"Neoblast","SMED30029634"
"SMED30002703",0,1.17679792090756,0.992,0.82,0,"Neoblast","SMED30002703"
"SMED30004532",0,1.17532990713248,0.985,0.681,0,"Neoblast","SMED30004532"
"SMED30013237",0,1.17328534951255,0.742,0.05,0,"Neoblast","SMED30013237"
"SMED30001362",0,1.17190773677366,0.999,0.799,0,"Neoblast","SMED30001362"
"SMED30027407",0,1.14987055896848,0.98,0.785,0,"Neoblast","SMED30027407"
"SMED30024735",0,1.12771030430693,0.704,0.025,0,"Neoblast","SMED30024735"
"SMED30017222",0,1.12607665764942,0.841,0.203,0,"Neoblast","SMED30017222"
"SMED30016227",0,1.11142375782325,0.742,0.061,0,"Neoblast","SMED30016227"
"SMED30031447",0,1.10513232515449,0.757,0.096,0,"Neoblast","SMED30031447"
"SMED30013268",0,1.10126475008036,0.7,0.038,0,"Neoblast","SMED30013268"
"SMED30025981",0,1.09605338269468,0.682,0.049,0,"Neoblast","SMED30025981"
"SMED30024468",0,1.07688043982381,0.682,0.035,0,"Neoblast","SMED30024468"
"SMED30014136",0,1.06266428990426,0.678,0.034,0,"Neoblast","SMED30014136"
"SMED30026659",0,1.05503176298912,0.703,0.054,0,"Neoblast","SMED30026659"
"SMED30016181",0,1.050356733001,0.729,0.065,0,"Neoblast","SMED30016181"
"SMED30013212",0,1.049245848077,0.996,0.857,0,"Neoblast","SMED30013212"
"SMED30025885",0,1.01826777248876,0.64,0.029,0,"Neoblast","SMED30025885"
"SMED30027476",0,1.01400979089337,0.771,0.139,0,"Neoblast","SMED30027476"
"SMED30016021",0,1.01296826055201,0.736,0.095,0,"Neoblast","SMED30016021"
"SMED30021074",0,1.00246909842063,0.715,0.076,0,"Neoblast","SMED30021074"
"SMED30028428",0,0.994765195091548,0.76,0.13,0,"Neoblast","SMED30028428"
"SMED30029980",0,0.992986420150486,0.676,0.063,0,"Neoblast","SMED30029980"
"SMED30036024",0,0.989337296872787,0.721,0.072,0,"Neoblast","SMED30036024"
"SMED30034829",0,0.988857004565632,0.673,0.045,0,"Neoblast","SMED30034829"
"SMED30005823",0,0.987771003184173,0.768,0.123,0,"Neoblast","SMED30005823"
"SMED30026225",0,0.984434921696815,0.999,0.906,0,"Neoblast","SMED30026225"
"SMED30028415",0,0.982549998825649,0.734,0.094,0,"Neoblast","SMED30028415"
"SMED30009415",0,0.97757301961462,0.634,0.034,0,"Neoblast","SMED30009415"
"SMED30034338",0,0.973203279450641,0.662,0.037,0,"Neoblast","SMED30034338"
"SMED30028625",0,0.965980788758588,0.639,0.059,0,"Neoblast","SMED30028625"
"SMED30007929",0,0.953702825624844,0.749,0.136,0,"Neoblast","SMED30007929"
"SMED30011516",0,0.950107103441246,0.645,0.049,0,"Neoblast","SMED30011516"
"SMED30019647",0,0.939918954671607,0.697,0.082,0,"Neoblast","SMED30019647"
"SMED30006060",0,0.917114432535745,0.629,0.038,0,"Neoblast","SMED30006060"
"SMED30015093",0,0.914526641224598,0.689,0.077,0,"Neoblast","SMED30015093"
"SMED30025245",0,0.908010110954455,0.654,0.04,0,"Neoblast","SMED30025245"
"SMED30032258",0,0.905876845384249,0.658,0.054,0,"Neoblast","SMED30032258"
"SMED30002942",0,0.899237242333851,0.645,0.053,0,"Neoblast","SMED30002942"
"SMED30017903",0,0.886735086673996,0.634,0.038,0,"Neoblast","SMED30017903"
"SMED30031539",0,0.886298547995643,0.64,0.051,0,"Neoblast","SMED30031539"
"SMED30022404",0,0.875628767212267,0.726,0.119,0,"Neoblast","SMED30022404"
"SMED30031477",0,0.866727149157471,0.602,0.026,0,"Neoblast","SMED30031477"
"SMED30004988",0,0.86585512269934,0.606,0.048,0,"Neoblast","SMED30004988"
"SMED30000310",0,0.865250332704022,0.701,0.113,0,"Neoblast","SMED30000310"
"SMED30026247",0,0.809051247985599,0.618,0.056,0,"Neoblast","SMED30026247"
"SMED30028154",0,0.804523694539688,0.564,0.026,0,"Neoblast","SMED30028154"
"SMED30009651",0,0.799161435684512,0.615,0.065,0,"Neoblast","SMED30009651"
"SMED30018210",0,0.798174752836304,0.609,0.054,0,"Neoblast","SMED30018210"
"SMED30007916",0,0.785419323939898,0.631,0.06,0,"Neoblast","SMED30007916"
"SMED30026622",0,0.778010720089456,0.547,0.022,0,"Neoblast","SMED30026622"
"SMED30020647",0,0.774533286043857,0.567,0.035,0,"Neoblast","SMED30020647"
"SMED30015999",0,0.764909430305591,0.557,0.023,0,"Neoblast","SMED30015999"
"SMED30004407",0,0.76271736074653,0.535,0.016,0,"Neoblast","SMED30004407"
"SMED30013385",0,0.759332200488226,0.567,0.034,0,"Neoblast","SMED30013385"
"SMED30027909",0,0.753814311313939,0.541,0.028,0,"Neoblast","SMED30027909"
"SMED30013596",0,0.747560589076614,0.589,0.051,0,"Neoblast","SMED30013596"
"SMED30010424",0,0.736546297328632,0.538,0.024,0,"Neoblast","SMED30010424"
"SMED30011817",0,0.732511209576662,0.561,0.045,0,"Neoblast","SMED30011817"
"SMED30006163",0,0.732192978528974,0.542,0.03,0,"Neoblast","SMED30006163"
"SMED30035749",0,0.727804121179969,0.559,0.038,0,"Neoblast","SMED30035749"
"SMED30021579",0,0.726454249053807,0.538,0.022,0,"Neoblast","SMED30021579"
"SMED30010451",0,0.722837826835019,0.551,0.044,0,"Neoblast","SMED30010451"
"SMED30008223",0,0.705349988892843,0.495,0.023,0,"Neoblast","SMED30008223"
"SMED30004043",0,0.704349793401208,0.533,0.042,0,"Neoblast","SMED30004043"
"SMED30031069",0,0.696061059679819,0.531,0.04,0,"Neoblast","SMED30031069"
"SMED30029304",0,0.684018744905089,0.547,0.047,0,"Neoblast","SMED30029304"
"SMED30024908",0,0.683643423997027,0.546,0.037,0,"Neoblast","SMED30024908"
"SMED30021439",0,0.674061915047027,0.496,0.023,0,"Neoblast","SMED30021439"
"SMED30015285",0,0.670203292237063,0.513,0.03,0,"Neoblast","SMED30015285"
"SMED30011704",0,0.662496699049251,0.531,0.035,0,"Neoblast","SMED30011704"
"SMED30031773",0,0.661573791398231,0.548,0.052,0,"Neoblast","SMED30031773"
"SMED30028549",0,0.660632198229517,0.5,0.019,0,"Neoblast","SMED30028549"
"SMED30020640",0,0.650216001176558,0.504,0.037,0,"Neoblast","SMED30020640"
"SMED30018491",0,0.621662863697306,0.516,0.039,0,"Neoblast","SMED30018491"
"SMED30009760",0,0.620276810357634,0.461,0.023,0,"Neoblast","SMED30009760"
"SMED30025421",0,0.619732653568469,0.462,0.016,0,"Neoblast","SMED30025421"
"SMED30015597",0,0.614887340390732,0.45,0.018,0,"Neoblast","SMED30015597"
"SMED30020974",0,0.607315940203013,0.438,0.014,0,"Neoblast","SMED30020974"
"SMED30017131",0,0.604615997100213,0.457,0.024,0,"Neoblast","SMED30017131"
"SMED30024555",0,0.603193599491203,0.454,0.019,0,"Neoblast","SMED30024555"
"SMED30010356",0,0.596405987397909,0.439,0.015,0,"Neoblast","SMED30010356"
"SMED30032688",0,0.529351605526956,0.415,0.012,0,"Neoblast","SMED30032688"
"SMED30025753",0,-1.86471599204758,0.993,0.98,0,"Neoblast","SMED30025753"
"SMED30002307",1.13133407996783e-307,0.633691121524626,0.465,0.028,3.12972259882301e-303,"Neoblast","SMED30002307"
"SMED30017576",1.26751632483461e-307,0.569002440878741,0.414,0.014,3.50645716102245e-303,"Neoblast","SMED30017576"
"SMED30033785",4.09780537145911e-307,1.18112229517042,0.976,0.7,1.13361687796045e-302,"Neoblast","SMED30033785"
"SMED30022491",1.96366500710898e-306,0.76652532444922,0.618,0.083,5.43228287566629e-302,"Neoblast","SMED30022491"
"SMED30034279",6.97626578208742e-306,1.09119135102066,0.915,0.279,1.92991416595666e-301,"Neoblast","SMED30034279"
"SMED30008368",1.3195687006272e-305,0.583648785081552,0.458,0.026,3.6504548534151e-301,"Neoblast","SMED30008368"
"SMED30013318",7.37502938252992e-304,0.601029135087876,0.492,0.037,2.04022812838308e-299,"Neoblast","SMED30013318"
"SMED30023430",2.04766340430415e-303,1.12569579151178,0.99,0.751,5.664656041667e-299,"Neoblast","SMED30023430"
"SMED30035323",5.22776874951752e-301,0.535959847966243,0.415,0.016,1.44620994686653e-296,"Neoblast","SMED30035323"
"SMED30024486",7.38443872251096e-301,0.581502155064191,0.434,0.021,2.04283112819543e-296,"Neoblast","SMED30024486"
"SMED30004470",3.63041600774357e-300,0.888040257583594,0.809,0.184,1.00431828438218e-295,"Neoblast","SMED30004470"
"SMED30020687",2.32660696751641e-298,0.856776645825513,0.688,0.121,6.43632551493739e-294,"Neoblast","SMED30020687"
"SMED30033360",2.34699908357151e-298,0.678108494984185,0.529,0.051,6.49273826479224e-294,"Neoblast","SMED30033360"
"SMED30014572",3.86959177116953e-298,0.550496169316421,0.448,0.025,1.07048386757634e-293,"Neoblast","SMED30014572"
"SMED30028665",1.93167092388343e-297,0.716275336953247,0.529,0.053,5.34377444383113e-293,"Neoblast","SMED30028665"
"SMED30027599",2.59852501878546e-297,0.596794427305148,0.483,0.036,7.18855961196809e-293,"Neoblast","SMED30027599"
"SMED30007264",8.1116607065752e-297,0.559676984535094,0.446,0.026,2.24400981786696e-292,"Neoblast","SMED30007264"
"SMED30017135",1.62775178527087e-296,1.26204205422823,0.953,0.541,4.50301253877335e-292,"Neoblast","SMED30017135"
"SMED30020142",6.02225839546549e-294,0.636635850549424,0.528,0.051,1.66599756252157e-289,"Neoblast","SMED30020142"
"SMED30019019",7.89236937950859e-294,0.528313285842966,0.406,0.016,2.18334506514726e-289,"Neoblast","SMED30019019"
"SMED30024887",3.08937925101991e-293,1.1309096600609,0.98,0.736,8.54645876002148e-289,"Neoblast","SMED30024887"
"SMED30003006",3.17093665238438e-293,0.945989590472471,0.78,0.175,8.77207915515615e-289,"Neoblast","SMED30003006"
"SMED30023063",1.1935888140774e-292,0.567209625188492,0.455,0.03,3.30194409526373e-288,"Neoblast","SMED30023063"
"SMED30022238",1.28722823400779e-291,0.837029273249949,0.735,0.145,3.56098818655915e-287,"Neoblast","SMED30022238"
"SMED30016754",5.08578672140665e-291,0.613060409056153,0.552,0.06,1.40693203860994e-286,"Neoblast","SMED30016754"
"SMED30034043",5.83652921720774e-291,0.614056382685359,0.508,0.047,1.61461744264835e-286,"Neoblast","SMED30034043"
"SMED30015789",1.70411272465065e-289,0.51349044745992,0.428,0.023,4.71425744147356e-285,"Neoblast","SMED30015789"
"SMED30003599",2.31946795563762e-289,0.814768573611027,0.501,0.046,6.4165761524759e-285,"Neoblast","SMED30003599"
"SMED30029763",3.07005484267008e-289,1.03477692196238,1,0.94,8.49299971676252e-285,"Neoblast","SMED30029763"
"SMED30000072",9.62100950093854e-289,0.671381756930046,0.578,0.073,2.66155606833964e-284,"Neoblast","SMED30000072"
"SMED30004541",3.39368366163526e-288,0.530668800475141,0.426,0.023,9.38828648154779e-284,"Neoblast","SMED30004541"
"SMED30035373",2.05785160121557e-287,1.10029688321173,0.984,0.731,5.69284066960277e-283,"Neoblast","SMED30035373"
"SMED30030013",1.90496461162232e-286,1.10363572583053,0.988,0.748,5.269894101592e-282,"Neoblast","SMED30030013"
"SMED30017114",5.30159584564275e-286,0.988780506787538,0.997,0.919,1.46663347473861e-281,"Neoblast","SMED30017114"
"SMED30027563",4.04135008785055e-285,0.874050652822568,0.767,0.163,1.11799908830298e-280,"Neoblast","SMED30027563"
"SMED30009035",1.9617234809524e-284,1.24056885882889,0.966,0.611,5.42691183770671e-280,"Neoblast","SMED30009035"
"SMED30000270",7.31719389307491e-284,1.10729672798302,0.979,0.724,2.02422851858024e-279,"Neoblast","SMED30000270"
"SMED30011838",9.12090068485913e-284,0.458547076236337,0.366,0.008,2.52320596545943e-279,"Neoblast","SMED30011838"
"SMED30009590",4.37641141632013e-282,0.508382391767706,0.411,0.02,1.2106904542108e-277,"Neoblast","SMED30009590"
"SMED30029264",7.13488121531527e-280,0.584686113231546,0.445,0.031,1.97379353940482e-275,"Neoblast","SMED30029264"
"SMED30018937",1.52626880195975e-279,0.899034345580435,0.759,0.171,4.22227001374146e-275,"Neoblast","SMED30018937"
"SMED30008519",9.8669310740534e-279,0.519285105980681,0.427,0.025,2.72958781232613e-274,"Neoblast","SMED30008519"
"SMED30013233",2.02501431432551e-278,1.12602297097469,0.995,0.842,5.6019995991501e-274,"Neoblast","SMED30013233"
"SMED30025395",8.94779442158643e-278,0.488610712746236,0.389,0.015,2.47531784878767e-273,"Neoblast","SMED30025395"
"SMED30006361",1.58198222606132e-276,0.963495736329973,0.823,0.227,4.37639563017604e-272,"Neoblast","SMED30006361"
"SMED30033348",1.78159079801972e-276,0.544781825005064,0.429,0.028,4.92859278364176e-272,"Neoblast","SMED30033348"
"SMED30030377",1.19460984930617e-274,0.384287650304856,0.538,0.061,3.30476868712058e-270,"Neoblast","SMED30030377"
"SMED30028865",2.23257732188049e-274,0.687636528687432,0.599,0.089,6.17620190325019e-270,"Neoblast","SMED30028865"
"SMED30013701",4.4493604624587e-273,0.469735253594391,0.371,0.012,1.23087107833457e-268,"Neoblast","SMED30013701"
"SMED30017430",1.33931255399709e-272,-1.94505525742477,0.929,0.92,3.70507424937754e-268,"Neoblast","SMED30017430"
"SMED30017245",8.25430320990775e-272,0.484099937146511,0.374,0.014,2.28347043998888e-267,"Neoblast","SMED30017245"
"SMED30025895",1.10301369057084e-271,0.545207317678468,0.49,0.047,3.05137707359518e-267,"Neoblast","SMED30025895"
"SMED30016009",5.13897228982091e-270,0.815008871967088,0.724,0.151,1.42164529425606e-265,"Neoblast","SMED30016009"
