"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30007406",0,3.28949550029557,0.999,0.376,0,"Neoblast","SMED30007406"
"SMED30031463",0,2.63426972238722,0.979,0.399,0,"Neoblast","SMED30031463"
"SMED30033565",0,2.40757843757989,0.94,0.088,0,"Neoblast","SMED30033565"
"SMED30022444",0,2.34883458806023,0.95,0.231,0,"Neoblast","SMED30022444"
"SMED30019803",0,2.31933482812017,0.997,0.71,0,"Neoblast","SMED30019803"
"SMED30030234",0,2.26908285762683,0.96,0.303,0,"Neoblast","SMED30030234"
"SMED30010297",0,2.25217776980682,0.92,0.058,0,"Neoblast","SMED30010297"
"SMED30021808",0,2.24884575088535,0.914,0.075,0,"Neoblast","SMED30021808"
"SMED30010115",0,2.07707629418425,0.96,0.19,0,"Neoblast","SMED30010115"
"SMED30029973",0,2.07338368438528,0.92,0.159,0,"Neoblast","SMED30029973"
"SMED30032563",0,2.05883466814749,0.888,0.059,0,"Neoblast","SMED30032563"
"SMED30004304",0,1.96198013254881,0.875,0.063,0,"Neoblast","SMED30004304"
"SMED30019011",0,1.92761198969862,0.91,0.089,0,"Neoblast","SMED30019011"
"SMED30012293",0,1.91084565239639,0.978,0.483,0,"Neoblast","SMED30012293"
"SMED30023062",0,1.84694261632067,0.958,0.337,0,"Neoblast","SMED30023062"
"SMED30033600",0,1.84301217587881,0.839,0.044,0,"Neoblast","SMED30033600"
"SMED30033663",0,1.82229835079182,0.88,0.056,0,"Neoblast","SMED30033663"
"SMED30032645",0,1.8182634562206,0.981,0.478,0,"Neoblast","SMED30032645"
"SMED30015686",0,1.81441874489517,0.952,0.273,0,"Neoblast","SMED30015686"
"SMED30002436",0,1.77303401324123,0.844,0.039,0,"Neoblast","SMED30002436"
"SMED30025780",0,1.77013398911175,0.925,0.15,0,"Neoblast","SMED30025780"
"SMED30030295",0,1.73889307632845,0.874,0.061,0,"Neoblast","SMED30030295"
"SMED30029741",0,1.72778574931815,0.975,0.43,0,"Neoblast","SMED30029741"
"SMED30030946",0,1.72694509725904,0.836,0.035,0,"Neoblast","SMED30030946"
"SMED30012458",0,1.72137038987568,0.819,0.043,0,"Neoblast","SMED30012458"
"SMED30028420",0,1.71209774842416,0.895,0.209,0,"Neoblast","SMED30028420"
"SMED30035193",0,1.711072653121,1,0.956,0,"Neoblast","SMED30035193"
"SMED30006979",0,1.70720259894315,0.798,0.034,0,"Neoblast","SMED30006979"
"SMED30004593",0,1.70431292662811,0.865,0.065,0,"Neoblast","SMED30004593"
"SMED30014394",0,1.69578699906721,0.856,0.04,0,"Neoblast","SMED30014394"
"SMED30014446",0,1.68570499235539,0.999,0.91,0,"Neoblast","SMED30014446"
"SMED30022978",0,1.6651225046729,0.943,0.351,0,"Neoblast","SMED30022978"
"SMED30021461",0,1.63681390338616,0.957,0.331,0,"Neoblast","SMED30021461"
"SMED30017680",0,1.61405070978992,0.813,0.04,0,"Neoblast","SMED30017680"
