"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30007406",0,2.83293225905523,0.996,0.414,0,"Neoblast","SMED30007406"
"SMED30031463",0,2.62480983711789,0.969,0.44,0,"Neoblast","SMED30031463"
"SMED30010297",0,2.31022817334233,0.872,0.081,0,"Neoblast","SMED30010297"
"SMED30033565",0,2.29747580940573,0.895,0.108,0,"Neoblast","SMED30033565"
"SMED30030234",0,2.2467507284866,0.917,0.315,0,"Neoblast","SMED30030234"
"SMED30019803",0,2.05301112157565,0.997,0.769,0,"Neoblast","SMED30019803"
"SMED30029973",0,2.04558659441708,0.871,0.195,0,"Neoblast","SMED30029973"
"SMED30032563",0,2.03830274735699,0.818,0.071,0,"Neoblast","SMED30032563"
"SMED30004304",0,1.99529101363594,0.833,0.076,0,"Neoblast","SMED30004304"
"SMED30021808",0,1.97539147207097,0.817,0.084,0,"Neoblast","SMED30021808"
"SMED30022444",0,1.89182774774231,0.912,0.313,0,"Neoblast","SMED30022444"
"SMED30010115",0,1.81184232573495,0.92,0.223,0,"Neoblast","SMED30010115"
"SMED30030946",0,1.80622821804247,0.78,0.041,0,"Neoblast","SMED30030946"
"SMED30012293",0,1.80391600144468,0.951,0.504,0,"Neoblast","SMED30012293"
"SMED30025780",0,1.80177283902597,0.908,0.187,0,"Neoblast","SMED30025780"
"SMED30032645",0,1.78893259772082,0.979,0.548,0,"Neoblast","SMED30032645"
"SMED30002436",0,1.77843902201425,0.837,0.064,0,"Neoblast","SMED30002436"
"SMED30013909",0,1.73993797520149,0.968,0.571,0,"Neoblast","SMED30013909"
"SMED30022978",0,1.72794514252195,0.915,0.399,0,"Neoblast","SMED30022978"
"SMED30033600",0,1.72748780908375,0.774,0.062,0,"Neoblast","SMED30033600"
"SMED30012458",0,1.69921846320988,0.777,0.057,0,"Neoblast","SMED30012458"
"SMED30006979",0,1.64926975830826,0.752,0.052,0,"Neoblast","SMED30006979"
"SMED30030295",0,1.64227101112528,0.85,0.091,0,"Neoblast","SMED30030295"
"SMED30019011",0,1.63491982479738,0.826,0.107,0,"Neoblast","SMED30019011"
"SMED30023062",0,1.61225142760538,0.921,0.389,0,"Neoblast","SMED30023062"
"SMED30033663",0,1.59199421154948,0.82,0.072,0,"Neoblast","SMED30033663"
"SMED30015686",0,1.57586189846828,0.925,0.299,0,"Neoblast","SMED30015686"
"SMED30021509",0,1.55418881119774,0.789,0.11,0,"Neoblast","SMED30021509"
"SMED30017680",0,1.54368271746969,0.772,0.054,0,"Neoblast","SMED30017680"
"SMED30009016",0,1.53430221495102,0.821,0.172,0,"Neoblast","SMED30009016"
"SMED30012240",0,1.53246677974365,0.979,0.648,0,"Neoblast","SMED30012240"
"SMED30014394",0,1.532304835847,0.776,0.059,0,"Neoblast","SMED30014394"
"SMED30014446",0,1.52497252157665,1,0.911,0,"Neoblast","SMED30014446"
"SMED30023821",0,1.51182234644867,0.728,0.044,0,"Neoblast","SMED30023821"
"SMED30029741",0,1.49829129585564,0.934,0.431,0,"Neoblast","SMED30029741"
"SMED30006065",0,1.47313992418003,0.722,0.038,0,"Neoblast","SMED30006065"
"SMED30027562",0,1.45804563395645,0.906,0.435,0,"Neoblast","SMED30027562"
"SMED30012735",0,1.4548587335285,0.733,0.055,0,"Neoblast","SMED30012735"
"SMED30004593",0,1.45307976388564,0.77,0.074,0,"Neoblast","SMED30004593"
"SMED30014813",0,1.42931420022763,0.975,0.537,0,"Neoblast","SMED30014813"
"SMED30004136",0,1.42232197525303,0.763,0.074,0,"Neoblast","SMED30004136"
"SMED30027258",0,1.41568558341882,0.873,0.303,0,"Neoblast","SMED30027258"
