"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30007406",0,2.99127298283907,0.992,0.407,0,"Neoblast","SMED30007406"
"SMED30031463",0,2.62182021731522,0.943,0.406,0,"Neoblast","SMED30031463"
"SMED30033565",0,2.26605199949054,0.866,0.094,0,"Neoblast","SMED30033565"
"SMED30010297",0,2.2400918207444,0.827,0.056,0,"Neoblast","SMED30010297"
"SMED30021808",0,2.235488027734,0.829,0.077,0,"Neoblast","SMED30021808"
"SMED30030234",0,2.23370961420708,0.888,0.229,0,"Neoblast","SMED30030234"
"SMED30022444",0,2.21915279333281,0.889,0.243,0,"Neoblast","SMED30022444"
"SMED30032563",0,2.15688542017805,0.803,0.06,0,"Neoblast","SMED30032563"
"SMED30019011",0,1.92572950442197,0.809,0.085,0,"Neoblast","SMED30019011"
"SMED30033600",0,1.91445741736561,0.76,0.046,0,"Neoblast","SMED30033600"
"SMED30030946",0,1.90320853310694,0.759,0.036,0,"Neoblast","SMED30030946"
"SMED30012293",0,1.86866494886901,0.932,0.459,0,"Neoblast","SMED30012293"
"SMED30019803",0,1.86023796399932,0.992,0.676,0,"Neoblast","SMED30019803"
"SMED30033663",0,1.85387864629005,0.81,0.065,0,"Neoblast","SMED30033663"
"SMED30029973",0,1.84662447464063,0.812,0.15,0,"Neoblast","SMED30029973"
"SMED30025780",0,1.81407935334404,0.867,0.155,0,"Neoblast","SMED30025780"
"SMED30004304",0,1.80364477882567,0.752,0.049,0,"Neoblast","SMED30004304"
"SMED30015686",0,1.73486466162663,0.91,0.272,0,"Neoblast","SMED30015686"
"SMED30006979",0,1.71722479075329,0.7,0.04,0,"Neoblast","SMED30006979"
"SMED30012458",0,1.70591310595708,0.714,0.043,0,"Neoblast","SMED30012458"
"SMED30032645",0,1.7030325606214,0.942,0.451,0,"Neoblast","SMED30032645"
"SMED30022978",0,1.69452497547936,0.892,0.351,0,"Neoblast","SMED30022978"
"SMED30004593",0,1.6944614337496,0.752,0.07,0,"Neoblast","SMED30004593"
"SMED30023821",0,1.69365803306346,0.706,0.039,0,"Neoblast","SMED30023821"
"SMED30023062",0,1.68464907666873,0.868,0.26,0,"Neoblast","SMED30023062"
"SMED30010115",0,1.65031960901185,0.862,0.179,0,"Neoblast","SMED30010115"
"SMED30034520",0,1.64024844321847,0.763,0.077,0,"Neoblast","SMED30034520"
"SMED30014394",0,1.63229013518714,0.717,0.037,0,"Neoblast","SMED30014394"
"SMED30012735",0,1.62524462608985,0.713,0.049,0,"Neoblast","SMED30012735"
"SMED30004136",0,1.59345153626369,0.705,0.05,0,"Neoblast","SMED30004136"
"SMED30006065",0,1.57367799411699,0.66,0.029,0,"Neoblast","SMED30006065"
"SMED30030295",0,1.5680643519525,0.757,0.067,0,"Neoblast","SMED30030295"
"SMED30027258",0,1.56305514812823,0.859,0.27,0,"Neoblast","SMED30027258"
"SMED30027562",0,1.55574791628467,0.884,0.359,0,"Neoblast","SMED30027562"
"SMED30001485",0,1.54493490133038,0.853,0.29,0,"Neoblast","SMED30001485"
"SMED30029741",0,1.52867774992913,0.912,0.406,0,"Neoblast","SMED30029741"
"SMED30013909",0,1.52402635626296,0.936,0.532,0,"Neoblast","SMED30013909"
"SMED30035193",0,1.51195877266357,0.999,0.962,0,"Neoblast","SMED30035193"
"SMED30023035",0,1.50886099489215,0.678,0.05,0,"Neoblast","SMED30023035"
"SMED30009016",0,1.50719272376227,0.752,0.132,0,"Neoblast","SMED30009016"
"SMED30014446",0,1.47989687424582,0.999,0.925,0,"Neoblast","SMED30014446"
"SMED30034422",0,1.47746687119288,0.679,0.06,0,"Neoblast","SMED30034422"
"SMED30021509",0,1.46275521228525,0.7,0.076,0,"Neoblast","SMED30021509"
"SMED30027419",0,1.41373298921939,0.591,0.018,0,"Neoblast","SMED30027419"
"SMED30027566",0,1.39396898988668,0.637,0.037,0,"Neoblast","SMED30027566"
"SMED30031380",0,1.39195787523045,0.914,0.405,0,"Neoblast","SMED30031380"
"SMED30002436",0,1.3899538037284,0.646,0.039,0,"Neoblast","SMED30002436"
"SMED30028420",0,1.36605195681569,0.761,0.183,0,"Neoblast","SMED30028420"
"SMED30031782",0,1.36156079247222,0.798,0.142,0,"Neoblast","SMED30031782"
"SMED30010906",0,1.36099775803903,0.755,0.143,0,"Neoblast","SMED30010906"
"SMED30005932",0,1.35940692050159,0.837,0.296,0,"Neoblast","SMED30005932"
"SMED30009032",0,1.35824062986444,0.723,0.113,0,"Neoblast","SMED30009032"
"SMED30021461",0,1.33866732888117,0.853,0.267,0,"Neoblast","SMED30021461"
"SMED30003764",0,1.31992723134853,0.887,0.319,0,"Neoblast","SMED30003764"
"SMED30007343",0,1.31019546132914,0.804,0.264,0,"Neoblast","SMED30007343"
"SMED30005246",0,1.30716009436505,0.639,0.043,0,"Neoblast","SMED30005246"
"SMED30009415",0,1.28773059771892,0.6,0.038,0,"Neoblast","SMED30009415"
"SMED30018716",0,1.26221698526451,0.856,0.288,0,"Neoblast","SMED30018716"
"SMED30016227",0,1.24441001285132,0.646,0.058,0,"Neoblast","SMED30016227"
"SMED30022314",0,1.22813692268732,0.802,0.26,0,"Neoblast","SMED30022314"
"SMED30033785",0,1.21410422831502,0.951,0.622,0,"Neoblast","SMED30033785"
"SMED30018579",0,1.21259944212343,0.599,0.029,0,"Neoblast","SMED30018579"
"SMED30028337",0,1.20463273457979,0.926,0.56,0,"Neoblast","SMED30028337"
"SMED30010227",0,1.18382635562791,0.926,0.588,0,"Neoblast","SMED30010227"
"SMED30013237",0,1.17536334504896,0.578,0.039,0,"Neoblast","SMED30013237"
"SMED30026367",0,1.17177317322525,0.856,0.388,0,"Neoblast","SMED30026367"
"SMED30036024",0,1.16809915287353,0.613,0.056,0,"Neoblast","SMED30036024"
"SMED30014813",0,1.15569624274234,0.896,0.39,0,"Neoblast","SMED30014813"
"SMED30012240",0,1.1555225766683,0.945,0.577,0,"Neoblast","SMED30012240"
