"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30009662",4.08277421199584e-141,3.04075342699214,0.724,0.28,1.12945865800653e-136,"AP-2","SMED30009662"
"SMED30002027",1.54475947613612e-136,0.928693523982033,0.3,0.041,4.27342261478295e-132,"AP-2","SMED30002027"
"SMED30030461",8.10322516427972e-119,1.98591554099397,0.464,0.116,2.24167620944634e-114,"AP-2","SMED30030461"
"SMED30025830",9.92989092096945e-114,0.851023300895687,0.989,0.989,2.74700502437699e-109,"AP-2","SMED30025830"
"SMED30022628",1.03386157447045e-104,0.998615978823609,0.985,0.975,2.86007465961504e-100,"AP-2","SMED30022628"
"SMED30029960",7.02103247592578e-81,0.700758583643,0.981,0.986,1.94229842414011e-76,"AP-2","SMED30029960"
"SMED30000901",4.20784213028664e-71,0.454740900723074,0.983,0.989,1.1640574469225e-66,"AP-2","SMED30000901"
"SMED30002331",5.53257233379467e-71,0.383176747697693,0.259,0.054,1.53053081042096e-66,"AP-2","SMED30002331"
"SMED30013776",1.175982565365e-64,-3.56786691319288,0.436,0.745,3.25323816882573e-60,"AP-2","SMED30013776"
"SMED30005874",1.91941928697195e-63,-1.11636869969474,0.24,0.615,5.30988151547921e-59,"AP-2","SMED30005874"
"SMED30030310",2.29179775805268e-63,0.820920617580199,0.86,0.75,6.34002931787693e-59,"AP-2","SMED30030310"
"SMED30023762",3.58312304546193e-63,-3.713393864097,0.501,0.784,9.9123515929659e-59,"AP-2","SMED30023762"
"SMED30030540",6.62591748059874e-63,1.59221991794009,0.929,0.808,1.83299381183283e-58,"AP-2","SMED30030540"
"SMED30002262",2.28937210782455e-62,-0.664120801472269,0.97,0.993,6.33331899908584e-58,"AP-2","SMED30002262"
"SMED30019357",4.30687232947175e-62,-3.15216666651406,0.765,0.925,1.19145316122507e-57,"AP-2","SMED30019357"
"SMED30007522",1.33169805530836e-61,1.60707692911196,0.929,0.835,3.68400950020506e-57,"AP-2","SMED30007522"
"SMED30002753",3.13802590116598e-60,1.1416725559698,0.806,0.61,8.68103485298556e-56,"AP-2","SMED30002753"
"SMED30005188",1.53591322368808e-59,-2.74182208874761,0.59,0.816,4.24895034201071e-55,"AP-2","SMED30005188"
"SMED30004922",8.7842347320672e-59,-3.01750237965223,0.762,0.909,2.43007069627907e-54,"AP-2","SMED30004922"
"SMED30026811",5.55912699603556e-58,-1.98092248716179,0.125,0.51,1.53787689218328e-53,"AP-2","SMED30026811"
"SMED30032991",1.5251745299101e-57,-3.24286963773874,0.376,0.694,4.21924281954329e-53,"AP-2","SMED30032991"
"SMED30012544",1.72042594164132e-55,-1.8495752882209,0.257,0.608,4.75938632495654e-51,"AP-2","SMED30012544"
"SMED30008672",7.5044295974421e-55,-2.16028490674678,0.143,0.513,2.07602540383638e-50,"AP-2","SMED30008672"
"SMED30029969",1.83102499931375e-53,-2.92323999543273,0.363,0.668,5.06534755810157e-49,"AP-2","SMED30029969"
"SMED30021979",4.45633218738289e-53,-2.65559267990418,0.229,0.576,1.2327997363176e-48,"AP-2","SMED30021979"
"SMED30011206",1.34049585227039e-52,-2.61947995091352,0.246,0.58,3.70834772572082e-48,"AP-2","SMED30011206"
"SMED30023017",2.40192229326698e-52,-1.84510138870623,0.073,0.433,6.64467783209377e-48,"AP-2","SMED30023017"
"SMED30019930",4.15329546197742e-52,-2.31409960701957,0.464,0.731,1.14896765660143e-47,"AP-2","SMED30019930"
"SMED30032042",5.58169122065186e-52,-2.24878945981036,0.123,0.476,1.54411905928113e-47,"AP-2","SMED30032042"
"SMED30013692",9.60393302711904e-52,-0.307339925961879,0.998,0.999,2.65683203262221e-47,"AP-2","SMED30013692"
"SMED30004645",1.25730653186768e-50,-2.24879190024951,0.175,0.522,3.47821278975874e-46,"AP-2","SMED30004645"
"SMED30014705",1.92307731240418e-50,-1.75141092885108,0.089,0.439,5.32000107703493e-46,"AP-2","SMED30014705"
"SMED30000487",2.83498895966327e-50,-1.736311978246,0.076,0.427,7.84271345801246e-46,"AP-2","SMED30000487"
"SMED30012219",2.93645522774303e-50,0.401992220172455,0.996,0.992,8.12340974202833e-46,"AP-2","SMED30012219"
"SMED30001043",1.06452297633607e-49,-2.80373866773937,0.296,0.605,2.94489636173609e-45,"AP-2","SMED30001043"
"SMED30007813",1.91510867262659e-49,-2.33894339418192,0.38,0.673,5.29795663195421e-45,"AP-2","SMED30007813"
"SMED30005126",3.27640440589148e-49,-2.29714330320144,0.233,0.569,9.0638451484582e-45,"AP-2","SMED30005126"
"SMED30019680",7.52121716264767e-49,-2.4945055842379,0.607,0.803,2.08066951587485e-44,"AP-2","SMED30019680"
"SMED30022309",2.30088228078674e-48,-1.48327780662389,0.065,0.404,6.36516074156843e-44,"AP-2","SMED30022309"
"SMED30030829",8.27417478231408e-47,0.344817186256757,0.987,0.992,2.28896771177937e-42,"AP-2","SMED30030829"
"SMED30033007",1.55313535856362e-46,0.509368967458018,0.94,0.956,4.29659365593041e-42,"AP-2","SMED30033007"
"SMED30031418",1.87085731194789e-46,-1.20534179959404,0.248,0.578,5.17553966777264e-42,"AP-2","SMED30031418"
"SMED30031308",3.53418292698521e-46,0.657296725286414,0.911,0.925,9.77696364921188e-42,"AP-2","SMED30031308"
"SMED30023924",5.10614752357238e-46,-1.69261102330003,0.158,0.483,1.41256465092106e-41,"AP-2","SMED30023924"
"SMED30031362",5.88582608587763e-46,-1.91413438890021,0.108,0.44,1.62825492839719e-41,"AP-2","SMED30031362"
