"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMED30026267",2.76799236353583e-61,-0.76502462337504,0.307,0.671,7.65737407448551e-57,"AP-2","SMED30026267"
"SMED30026182",4.85049820649607e-61,0.772263550129617,0.63,0.347,1.34184182384507e-56,"AP-2","SMED30026182"
"SMED30031525",5.21624757631845e-61,1.00061701095863,0.453,0.189,1.44302272951274e-56,"AP-2","SMED30031525"
"SMED30015595",7.77901585961431e-61,0.490516457035054,0.605,0.291,2.1519869474037e-56,"AP-2","SMED30015595"
"SMED30002911",1.14801769194657e-60,-2.03010720361522,0.858,0.937,3.17587614300098e-56,"AP-2","SMED30002911"
"SMED30012777",4.8354544181881e-60,0.669307898246972,0.549,0.267,1.33768011024756e-55,"AP-2","SMED30012777"
"SMED30004485",7.14351250630403e-60,1.03061106188303,0.899,0.761,1.97618129974395e-55,"AP-2","SMED30004485"
"SMED30016080",7.36367587092149e-60,0.759808782376816,0.949,0.86,2.03708729293172e-55,"AP-2","SMED30016080"
"SMED30017590",2.94938849910272e-59,1.16498012643732,0.393,0.147,8.15918834391778e-55,"AP-2","SMED30017590"
"SMED30004176",2.99843167946769e-59,0.666765476445597,0.728,0.442,8.29486139807943e-55,"AP-2","SMED30004176"
"SMED30006136",4.4157328377697e-59,0.941361274112969,0.706,0.412,1.22156833224061e-54,"AP-2","SMED30006136"
"SMED30035424",6.82491091929065e-59,0.67864690149058,0.733,0.489,1.88804335671257e-54,"AP-2","SMED30035424"
"SMED30002983",2.43500430666761e-58,0.657341914439658,0.953,0.802,6.73619591396528e-54,"AP-2","SMED30002983"
"SMED30005164",3.44210517891311e-58,0.317037389888294,0.313,0.095,9.52223976694522e-54,"AP-2","SMED30005164"
"SMED30014692",4.42133904482554e-58,0.618595457052781,0.951,0.875,1.22311923336054e-53,"AP-2","SMED30014692"
"SMED30024391",2.60232891152523e-57,-1.743995190605,0.658,0.854,7.1990827008434e-53,"AP-2","SMED30024391"
"SMED30017945",3.00813497572353e-57,0.950601377002966,0.924,0.781,8.32170459684159e-53,"AP-2","SMED30017945"
"SMED30005126",3.73302770429051e-57,-2.41032927863799,0.144,0.502,1.03270478411493e-52,"AP-2","SMED30005126"
"SMED30034254",4.14060331177838e-57,0.514834769955603,0.998,0.974,1.14545650017037e-52,"AP-2","SMED30034254"
"SMED30016589",4.84954273551455e-57,0.918382670090862,0.527,0.258,1.34157750235275e-52,"AP-2","SMED30016589"
"SMED30022617",5.70807347425155e-57,0.727586048902746,0.432,0.175,1.57908144591695e-52,"AP-2","SMED30022617"
"SMED30006180",1.05048642224108e-56,1.05183112011286,0.92,0.786,2.90606563848772e-52,"AP-2","SMED30006180"
"SMED30028311",1.5754161969521e-56,0.451906534913771,0.5,0.224,4.35823136724829e-52,"AP-2","SMED30028311"
"SMED30032042",2.13847877560818e-56,-2.85613285690283,0.175,0.522,5.91588768484248e-52,"AP-2","SMED30032042"
"SMED30032297",2.53970428889264e-56,0.514559876047545,0.305,0.095,7.02583794479259e-52,"AP-2","SMED30032297"
"SMED30014149",4.22048004449888e-56,0.256256297246871,0.206,0.046,1.16755359951017e-51,"AP-2","SMED30014149"
"SMED30017388",4.32844430822372e-56,1.00355552618017,0.907,0.76,1.19742083342701e-51,"AP-2","SMED30017388"
"SMED30022769",4.71412862010738e-56,0.766471646773916,0.502,0.24,1.30411654146651e-51,"AP-2","SMED30022769"
"SMED30012938",6.42368344227025e-56,0.606621342123924,0.757,0.547,1.77704778746964e-51,"AP-2","SMED30012938"
"SMED30009564",8.66966569430264e-56,0.761751120027819,0.858,0.698,2.39837631767188e-51,"AP-2","SMED30009564"
"SMED30004464",1.08018582806708e-55,0.444105758056623,0.961,0.883,2.98822607476476e-51,"AP-2","SMED30004464"
"SMED30016420",1.17315989733656e-55,0.676844250800816,0.745,0.478,3.24542953999187e-51,"AP-2","SMED30016420"
"SMED30019227",2.46882794987973e-55,-1.91601296512566,0.241,0.569,6.82976564054728e-51,"AP-2","SMED30019227"
"SMED30023132",4.52452513957644e-55,0.603840395212581,0.819,0.639,1.25166463461243e-50,"AP-2","SMED30023132"
"SMED30026378",4.57879240842133e-55,-1.87963772121345,0.237,0.558,1.26667713186568e-50,"AP-2","SMED30026378"
"SMED30031622",9.46401824821464e-55,0.652983057553296,0.961,0.917,2.6181260081861e-50,"AP-2","SMED30031622"
"SMED30012192",1.76184221119034e-54,0.310284103867043,0.381,0.141,4.87396029303696e-50,"AP-2","SMED30012192"
"SMED30023495",1.98463688384659e-54,0.932516830992148,0.605,0.341,5.49029947547321e-50,"AP-2","SMED30023495"
"SMED30000596",2.08821111857318e-54,0.421551669924334,0.374,0.14,5.77682723842084e-50,"AP-2","SMED30000596"
"SMED30003421",2.22909106886472e-54,-2.02990545845995,0.239,0.562,6.16655753290736e-50,"AP-2","SMED30003421"
"SMED30004394",3.18055153194835e-54,-1.54682014835303,0.535,0.764,8.79867775798192e-50,"AP-2","SMED30004394"
"SMED30017100",3.51218874738311e-54,-2.53972453215101,0.461,0.696,9.71611895076065e-50,"AP-2","SMED30017100"
"SMED30025282",3.78336416390311e-54,-2.13152667745897,0.222,0.552,1.04662986230216e-49,"AP-2","SMED30025282"
"SMED30009873",4.62443506288963e-54,-0.739047167753939,0.348,0.68,1.27930371579779e-49,"AP-2","SMED30009873"
"SMED30021280",6.62352313233083e-54,0.328998941249358,0.284,0.085,1.832331439328e-49,"AP-2","SMED30021280"
"SMED30034374",9.17157650878179e-54,0.518559920119462,0.529,0.26,2.53722492538939e-49,"AP-2","SMED30034374"
"SMED30006464",9.58119558558987e-54,0.420620319654252,0.58,0.301,2.65054194679758e-49,"AP-2","SMED30006464"
"SMED30021380",1.26502597283986e-53,-2.54237980361115,0.383,0.644,3.49956785126418e-49,"AP-2","SMED30021380"
"SMED30012591",1.28508242701815e-53,-1.9209933540393,0.173,0.515,3.555052026103e-49,"AP-2","SMED30012591"
"SMED30030028",2.77500547084203e-53,-1.69550529718922,0.152,0.495,7.6767751345374e-49,"AP-2","SMED30030028"
"SMED30005874",3.05879768434348e-53,-1.37195516719724,0.315,0.611,8.4618579139678e-49,"AP-2","SMED30005874"
"SMED30033302",3.83277758651892e-53,0.674007289177089,0.893,0.769,1.06029959153459e-48,"AP-2","SMED30033302"
"SMED30034766",4.54029222489788e-53,0.480164163405993,0.986,0.973,1.25602644109575e-48,"AP-2","SMED30034766"
"SMED30009514",4.79937911202647e-53,0.691076635916424,0.885,0.745,1.327700237551e-48,"AP-2","SMED30009514"
"SMED30008225",7.0941869146039e-53,0.590394229168204,0.42,0.162,1.96253586805602e-48,"AP-2","SMED30008225"
"SMED30012156",1.10442142836151e-52,0.377665337981313,0.307,0.1,3.05527143941928e-48,"AP-2","SMED30012156"
"SMED30029763",1.43130023323017e-52,0.631233763525739,0.99,0.945,3.95954896520794e-48,"AP-2","SMED30029763"
"SMED30023924",2.21021823508644e-52,-2.51233815585919,0.206,0.534,6.11434772554313e-48,"AP-2","SMED30023924"
"SMED30015364",2.63732151651485e-52,0.549275210052796,0.905,0.809,7.29588624328667e-48,"AP-2","SMED30015364"
"SMED30023446",2.87537935407472e-52,0.418487226580115,0.434,0.183,7.95444944511231e-48,"AP-2","SMED30023446"
"SMED30031855",5.3727934472475e-52,0.697409573129031,0.872,0.75,1.48632957924655e-47,"AP-2","SMED30031855"
"SMED30013245",8.96825840485388e-52,-2.53266246034785,0.296,0.594,2.48097900511878e-47,"AP-2","SMED30013245"
"SMED30026811",1.01474978600347e-51,-2.12171872978844,0.105,0.45,2.807203808e-47,"AP-2","SMED30026811"
"SMED30030059",1.02041062131051e-51,0.579124089807595,0.395,0.159,2.82286394279341e-47,"AP-2","SMED30030059"
"SMED30002567",1.20705334076527e-51,-1.95346963855237,0.214,0.534,3.33919236189305e-47,"AP-2","SMED30002567"
"SMED30012932",1.34280226920836e-51,-2.69573784652752,0.467,0.684,3.71472819753801e-47,"AP-2","SMED30012932"
"SMED30014980",1.42434171764483e-51,0.621981983740072,0.949,0.859,3.94029892769265e-47,"AP-2","SMED30014980"
"SMED30001678",1.92759932243077e-51,0.435582323131964,0.981,0.937,5.33251076557249e-47,"AP-2","SMED30001678"
"SMED30001563",1.93097727592978e-51,0.42176720298198,0.986,0.96,5.34185553613214e-47,"AP-2","SMED30001563"
"SMED30034731",1.93752957555241e-51,-1.79476033692871,0.181,0.516,5.3599818178082e-47,"AP-2","SMED30034731"
"SMED30027710",2.53664204696591e-51,0.402252600750696,0.383,0.151,7.01736655872651e-47,"AP-2","SMED30027710"
"SMED30030240",2.57828567031791e-51,0.422473983527505,0.965,0.934,7.13256947836746e-47,"AP-2","SMED30030240"
"SMED30022639",4.37184717410422e-51,-1.98697395122343,0.218,0.538,1.20942780224419e-46,"AP-2","SMED30022639"
"SMED30028495",6.26561481265403e-51,-2.4217613753983,0.469,0.694,1.73331968177261e-46,"AP-2","SMED30028495"
"SMED30020851",6.50388426964607e-51,0.494909380755364,0.354,0.13,1.79923454435489e-46,"AP-2","SMED30020851"
"SMED30034325",1.07178827015997e-50,1.09621819173237,0.545,0.285,2.96499507057054e-46,"AP-2","SMED30034325"
"SMED30016903",1.09240070099828e-50,0.345709505087802,0.294,0.095,3.02201729924165e-46,"AP-2","SMED30016903"
"SMED30019001",1.10507404680146e-50,0.575370631014469,0.352,0.134,3.05707684307157e-46,"AP-2","SMED30019001"
"SMED30008009",1.50480960831079e-50,-2.16007340774717,0.272,0.568,4.16290530043097e-46,"AP-2","SMED30008009"
"SMED30003321",1.51977722737736e-50,0.364286201108914,0.337,0.12,4.20431172181673e-46,"AP-2","SMED30003321"
"SMED30025454",2.03534702342441e-50,0.555205998985374,0.72,0.423,5.63058400560128e-46,"AP-2","SMED30025454"
"SMED30031389",2.2594331450354e-50,0.443703496279984,0.986,0.954,6.25049585242593e-46,"AP-2","SMED30031389"
"SMED30035446",3.2134167746507e-50,-2.39769670485318,0.337,0.607,8.88959616539368e-46,"AP-2","SMED30035446"
"SMED30011041",5.62816209722241e-50,0.64683556606761,0.975,0.927,1.55697476257561e-45,"AP-2","SMED30011041"
"SMED30028496",7.54091091763048e-50,-1.36169840486395,0.128,0.46,2.0861175962533e-45,"AP-2","SMED30028496"
"SMED30019945",8.12619822237384e-50,-1.01873125696997,0.827,0.889,2.2480314762375e-45,"AP-2","SMED30019945"
"SMED30028992",1.15433230577036e-49,0.727212018170229,0.858,0.747,3.19334489068313e-45,"AP-2","SMED30028992"
"SMED30019471",1.36136431568469e-49,0.794999252344035,0.535,0.283,3.76607824291012e-45,"AP-2","SMED30019471"
"SMED30003418",2.73090261919397e-49,0.80732434083955,0.936,0.868,7.5547690057382e-45,"AP-2","SMED30003418"
"SMED30013079",3.07325908827634e-49,0.422328157906085,0.975,0.925,8.50186394180767e-45,"AP-2","SMED30013079"
"SMED30013682",4.10162679677408e-49,-1.84308697678485,0.156,0.476,1.13467403705958e-44,"AP-2","SMED30013682"
"SMED30002881",4.96675250313986e-49,-1.85715911389426,0.175,0.493,1.37400241246861e-44,"AP-2","SMED30002881"
"SMED30026115",6.30190276524341e-49,0.256705205999261,0.218,0.057,1.74335838097694e-44,"AP-2","SMED30026115"
"SMED30027474",7.27144781829059e-49,0.421092347947233,0.988,0.948,2.01157332445191e-44,"AP-2","SMED30027474"
"SMED30010638",9.17374167038273e-49,0.468617044226547,0.42,0.183,2.53782389569468e-44,"AP-2","SMED30010638"
"SMED30026807",1.47532976225182e-48,-0.628148619411817,0.578,0.808,4.08135225429343e-44,"AP-2","SMED30026807"
"SMED30004695",1.693460715497e-48,0.261540236737586,0.208,0.052,4.6847897233509e-44,"AP-2","SMED30004695"
"SMED30018274",1.85167315003392e-48,0.894432951636434,0.698,0.468,5.12246860225384e-44,"AP-2","SMED30018274"
"SMED30000628",2.03106572726956e-48,-1.05926031490189,0.058,0.388,5.61874022791852e-44,"AP-2","SMED30000628"
"SMED30035286",2.84411165646602e-48,0.273571543179047,0.241,0.068,7.8679504864476e-44,"AP-2","SMED30035286"
"SMED30010455",3.92209796801886e-48,0.257381240479036,0.288,0.091,1.08500918187274e-43,"AP-2","SMED30010455"
"SMED30018687",4.95399063665871e-48,0.325945661606629,0.313,0.109,1.37047196972527e-43,"AP-2","SMED30018687"
"SMED30000459",5.82176971092552e-48,-0.63391810975874,0.815,0.934,1.61053437283044e-43,"AP-2","SMED30000459"
"SMED30028328",6.0052402060254e-48,0.25068417213196,0.265,0.081,1.66128965059487e-43,"AP-2","SMED30028328"
"SMED30001679",8.48412366473387e-48,0.676914887705024,0.802,0.595,2.34704797061198e-43,"AP-2","SMED30001679"
"SMED30020234",9.15475659730508e-48,0.351581955293175,0.292,0.097,2.53257186507848e-43,"AP-2","SMED30020234"
"SMED30009430",2.19996627314833e-47,0.415980936051729,0.986,0.952,6.08598669803754e-43,"AP-2","SMED30009430"
"SMED30016819",2.23061512303764e-47,0.548167744959411,0.455,0.216,6.17077367637132e-43,"AP-2","SMED30016819"
"SMED30027500",2.35498159327034e-47,-0.659665460303957,0.251,0.584,6.51482107962307e-43,"AP-2","SMED30027500"
"SMED30003676",2.53066715141901e-47,-1.60246826675165,0.877,0.951,7.00083760768556e-43,"AP-2","SMED30003676"
"SMED30003809",2.74682284789779e-47,-1.45122685563951,0.815,0.915,7.59881072642444e-43,"AP-2","SMED30003809"
"SMED30000143",2.9869938155734e-47,-0.675242717562216,0.693,0.883,8.26321969140226e-43,"AP-2","SMED30000143"
"SMED30022128",5.94288759800814e-47,0.35783396015087,0.988,0.974,1.64404042511297e-42,"AP-2","SMED30022128"
"SMED30018604",6.75852778123081e-47,0.441091719588879,0.49,0.241,1.86967912539969e-42,"AP-2","SMED30018604"
"SMED30006773",7.48581255872645e-47,0.539966718795907,0.897,0.714,2.07087518624609e-42,"AP-2","SMED30006773"
"SMED30020273",1.32556653977244e-46,0.546672409505679,0.897,0.764,3.66704727562647e-42,"AP-2","SMED30020273"
